Category,OrderDate,Sales
Food Grains,2016/11/9,988
Bakery,2016/11/9,580
Food Grains,2016/11/9,1808
Fruits & Veggies,2016/11/9,2186
"Eggs, Meat & Fish",2016/11/9,1768
Snacks,2016/11/9,524
Bakery,2016/11/9,2288
Snacks,2016/11/9,1541
Fruits & Veggies,2016/11/9,2448
Fruits & Veggies,2016/11/10,1167
Beverages,2016/11/10,2033
Bakery,2016/11/10,1587
"Eggs, Meat & Fish",2016/11/10,2124
Oil & Masala,2016/11/10,562
Bakery,2016/11/10,736
Food Grains,2016/11/10,2266
"Eggs, Meat & Fish",2016/11/10,939
Food Grains,2016/11/11,782
Beverages,2016/11/11,633
"Eggs, Meat & Fish",2016/11/12,670
Oil & Masala,2016/11/12,1599
Food Grains,2016/11/12,1842
Fruits & Veggies,2016/11/12,1919
Fruits & Veggies,2016/11/12,1693
Beverages,2016/11/12,1719
Fruits & Veggies,2016/11/12,1368
Bakery,2016/11/12,1752
Bakery,2016/11/12,1843
Bakery,2016/11/12,1766
Food Grains,2016/11/12,1784
Fruits & Veggies,2016/11/13,969
Food Grains,2016/11/13,2300
Oil & Masala,2016/11/13,1575
Oil & Masala,2016/11/13,1231
Snacks,2016/11/13,1570
Food Grains,2016/11/13,575
Bakery,2016/11/13,2492
Oil & Masala,2016/11/13,714
"Eggs, Meat & Fish",2016/11/13,1415
Oil & Masala,2016/11/13,667
Bakery,2016/11/13,2265
Snacks,2016/11/13,679
Fruits & Veggies,2016/11/13,1960
Fruits & Veggies,2016/11/13,1083
Snacks,2016/11/13,1543
Bakery,2016/11/13,2266
Beverages,2016/11/13,1691
Snacks,2016/11/13,2230
"Eggs, Meat & Fish",2016/11/13,1939
Bakery,2016/11/13,911
"Eggs, Meat & Fish",2016/11/13,1286
Beverages,2016/11/14,2491
Oil & Masala,2016/11/14,2055
"Eggs, Meat & Fish",2016/11/14,2014
Bakery,2016/11/14,2306
Bakery,2016/11/14,1928
"Eggs, Meat & Fish",2016/11/14,1858
Beverages,2016/11/14,2313
Oil & Masala,2016/11/14,1980
Beverages,2016/11/14,830
Bakery,2016/11/14,711
Beverages,2016/11/14,1569
Fruits & Veggies,2016/11/14,1081
"Eggs, Meat & Fish",2016/11/14,943
"Eggs, Meat & Fish",2016/11/15,659
Beverages,2016/11/15,1167
"Eggs, Meat & Fish",2016/11/15,1471
"Eggs, Meat & Fish",2016/11/15,1853
Bakery,2016/11/15,2462
Fruits & Veggies,2016/11/15,1478
Beverages,2016/11/15,1860
Beverages,2016/11/15,1969
Beverages,2016/11/16,2246
Oil & Masala,2016/11/16,937
Bakery,2016/11/16,2246
Fruits & Veggies,2016/11/16,1951
Bakery,2016/11/16,1952
Snacks,2016/11/16,1935
Snacks,2016/11/16,2397
Fruits & Veggies,2016/11/16,1988
Snacks,2016/11/16,1136
Food Grains,2016/11/16,2113
Beverages,2016/11/16,2111
Fruits & Veggies,2016/11/16,2351
Oil & Masala,2016/11/17,1244
Bakery,2016/11/17,1888
Bakery,2016/11/17,1261
Fruits & Veggies,2016/11/17,1362
Oil & Masala,2016/11/17,553
"Eggs, Meat & Fish",2016/11/17,1474
Bakery,2016/11/17,1153
Bakery,2016/11/17,2364
Fruits & Veggies,2016/11/17,1752
Fruits & Veggies,2016/11/17,2433
Oil & Masala,2016/11/17,976
"Eggs, Meat & Fish",2016/11/19,533
Bakery,2016/11/19,2045
Fruits & Veggies,2016/11/19,1520
Food Grains,2016/11/19,1631
Oil & Masala,2016/11/20,1287
"Eggs, Meat & Fish",2016/11/20,2205
Food Grains,2016/11/20,1808
Fruits & Veggies,2016/11/20,1200
Bakery,2016/11/20,1177
Food Grains,2016/11/20,1052
Fruits & Veggies,2016/11/20,877
Oil & Masala,2016/11/20,786
Fruits & Veggies,2016/11/20,2381
Food Grains,2016/11/20,1784
Bakery,2016/11/20,1818
Fruits & Veggies,2016/11/20,703
Oil & Masala,2016/11/20,1808
Beverages,2016/11/20,665
Beverages,2016/11/20,1074
Snacks,2016/11/20,2369
Bakery,2016/11/20,684
"Eggs, Meat & Fish",2016/11/20,1020
Oil & Masala,2016/11/20,1418
Bakery,2016/11/20,1109
Food Grains,2016/11/20,2027
Oil & Masala,2016/11/20,642
Snacks,2016/11/20,1324
Food Grains,2016/11/20,943
Beverages,2016/11/20,2400
Snacks,2016/11/21,1016
Fruits & Veggies,2016/11/21,689
Oil & Masala,2016/11/21,1085
Bakery,2016/11/21,856
Beverages,2016/11/21,2190
Beverages,2016/11/21,705
Bakery,2016/11/21,943
Snacks,2016/11/21,1186
Fruits & Veggies,2016/11/21,874
Snacks,2016/11/21,640
Beverages,2016/11/21,1556
Beverages,2016/11/21,1866
"Eggs, Meat & Fish",2016/11/21,2446
Beverages,2016/11/21,1793
"Eggs, Meat & Fish",2016/11/21,1417
Bakery,2016/11/21,2337
Food Grains,2016/11/21,777
"Eggs, Meat & Fish",2016/11/21,1399
Oil & Masala,2016/11/21,1937
Fruits & Veggies,2016/11/21,1662
"Eggs, Meat & Fish",2016/11/21,745
"Eggs, Meat & Fish",2016/11/22,831
Oil & Masala,2016/11/22,1440
Snacks,2016/11/22,1449
Snacks,2016/11/22,1174
"Eggs, Meat & Fish",2016/11/22,1869
Fruits & Veggies,2016/11/22,587
"Eggs, Meat & Fish",2016/11/22,1539
Fruits & Veggies,2016/11/22,2377
Food Grains,2016/11/22,1931
Snacks,2016/11/22,1591
Oil & Masala,2016/11/22,2014
Fruits & Veggies,2016/11/22,1426
Snacks,2016/11/22,501
Snacks,2016/11/22,1292
"Eggs, Meat & Fish",2016/11/23,860
Beverages,2016/11/23,1686
"Eggs, Meat & Fish",2016/11/23,912
Oil & Masala,2016/11/23,1425
Snacks,2016/11/23,885
Snacks,2016/11/23,596
Beverages,2016/11/23,2483
Oil & Masala,2016/11/23,1417
Fruits & Veggies,2016/11/23,1111
Fruits & Veggies,2016/11/23,2422
"Eggs, Meat & Fish",2016/11/24,921
Fruits & Veggies,2016/11/24,1741
"Eggs, Meat & Fish",2016/11/24,607
"Eggs, Meat & Fish",2016/11/24,1824
"Eggs, Meat & Fish",2016/11/24,806
Food Grains,2016/11/24,755
Bakery,2016/11/24,549
Snacks,2016/11/24,2162
Food Grains,2016/11/24,784
Snacks,2016/11/24,1908
"Eggs, Meat & Fish",2016/11/25,1994
Snacks,2016/11/26,2219
"Eggs, Meat & Fish",2016/11/26,1093
Oil & Masala,2016/11/26,1396
Bakery,2016/11/26,605
Snacks,2016/11/26,2385
Beverages,2016/11/26,2267
"Eggs, Meat & Fish",2016/11/27,1311
Fruits & Veggies,2016/11/27,759
Fruits & Veggies,2016/11/27,2018
Beverages,2016/11/27,1097
Fruits & Veggies,2016/11/27,1300
Fruits & Veggies,2016/11/27,1506
Bakery,2016/11/27,792
Beverages,2016/11/27,1068
Snacks,2016/11/27,2464
Bakery,2016/11/27,645
Food Grains,2016/11/27,919
Bakery,2016/11/27,1829
Fruits & Veggies,2016/11/27,842
Food Grains,2016/11/27,664
Snacks,2016/11/27,2207
Beverages,2016/11/27,1504
Fruits & Veggies,2016/11/27,814
Food Grains,2016/11/28,1899
Fruits & Veggies,2016/11/28,1929
Beverages,2016/11/28,2417
"Eggs, Meat & Fish",2016/11/28,1443
Bakery,2016/11/28,2482
Fruits & Veggies,2016/11/28,2068
Fruits & Veggies,2016/11/28,1489
Food Grains,2016/11/28,2138
Snacks,2016/11/28,1390
Snacks,2016/11/28,1988
Fruits & Veggies,2016/11/28,1256
Food Grains,2016/11/28,1964
Oil & Masala,2016/11/28,1402
Beverages,2016/11/29,2285
Bakery,2016/11/29,561
"Eggs, Meat & Fish",2016/11/29,1482
Fruits & Veggies,2016/11/29,977
Bakery,2016/11/29,1116
Bakery,2016/11/29,1913
Fruits & Veggies,2016/11/29,1608
Snacks,2016/11/29,1811
Fruits & Veggies,2016/11/29,1516
Food Grains,2016/11/29,2444
"Eggs, Meat & Fish",2016/11/30,1073
"Eggs, Meat & Fish",2016/11/30,1385
Bakery,2016/11/30,589
Snacks,2016/11/30,1400
Food Grains,2016/11/30,1721
"Eggs, Meat & Fish",2016/11/30,1259
Oil & Masala,2016/11/30,576
Oil & Masala,2016/11/30,1340
Oil & Masala,2016/11/30,1588
Snacks,2016/11/30,1124
"Eggs, Meat & Fish",2016/11/30,986
Beverages,2016/11/30,1715
Fruits & Veggies,2016/11/30,757
Fruits & Veggies,2016/11/30,908
Oil & Masala,2016/11/30,1333
Fruits & Veggies,2016/12/1,1621
Snacks,2016/12/1,2165
Food Grains,2016/12/1,893
Oil & Masala,2016/12/1,527
"Eggs, Meat & Fish",2016/12/1,1848
Oil & Masala,2016/12/1,731
Food Grains,2016/12/1,1537
Bakery,2016/12/1,1341
Food Grains,2016/12/1,1521
Fruits & Veggies,2016/12/1,2082
Fruits & Veggies,2016/12/1,1512
Fruits & Veggies,2016/12/1,505
Bakery,2016/12/1,2396
"Eggs, Meat & Fish",2016/12/1,1492
Bakery,2016/12/3,2201
Snacks,2016/12/3,1964
Beverages,2016/12/3,2241
Bakery,2016/12/3,1275
Beverages,2016/12/3,2112
Snacks,2016/12/3,1916
Fruits & Veggies,2016/12/3,1196
Beverages,2016/12/3,2137
Beverages,2016/12/3,944
Food Grains,2016/12/3,2323
Fruits & Veggies,2016/12/3,734
Snacks,2016/12/3,772
Snacks,2016/12/4,2201
Food Grains,2016/12/4,1020
Bakery,2016/12/4,1907
Beverages,2016/12/4,1485
Oil & Masala,2016/12/4,2207
Bakery,2016/12/4,1411
"Eggs, Meat & Fish",2016/12/4,1571
Bakery,2016/12/4,1916
"Eggs, Meat & Fish",2016/12/4,1179
Fruits & Veggies,2016/12/4,2430
Fruits & Veggies,2016/12/4,2395
Beverages,2016/12/4,667
Beverages,2016/12/4,2018
Bakery,2016/12/4,1894
Oil & Masala,2016/12/4,877
Fruits & Veggies,2016/12/4,1344
Fruits & Veggies,2016/12/5,815
Snacks,2016/12/5,566
Snacks,2016/12/5,2351
Fruits & Veggies,2016/12/5,2438
Food Grains,2016/12/5,1563
"Eggs, Meat & Fish",2016/12/5,609
Beverages,2016/12/5,1710
Bakery,2016/12/5,2422
Food Grains,2016/12/5,1003
Snacks,2016/12/5,1608
Bakery,2016/12/5,2493
Oil & Masala,2016/12/5,704
Oil & Masala,2016/12/6,1238
Beverages,2016/12/6,1354
Snacks,2016/12/6,1030
Snacks,2016/12/6,874
Fruits & Veggies,2016/12/6,2115
"Eggs, Meat & Fish",2016/12/6,2190
Beverages,2016/12/6,806
Fruits & Veggies,2016/12/6,941
Oil & Masala,2016/12/6,601
"Eggs, Meat & Fish",2016/12/6,1537
Beverages,2016/12/6,769
Food Grains,2016/12/6,716
Food Grains,2016/12/6,1569
"Eggs, Meat & Fish",2016/12/6,537
Oil & Masala,2016/12/6,883
Snacks,2016/12/6,1844
Snacks,2016/12/6,700
Food Grains,2016/12/6,2053
Oil & Masala,2016/12/6,1023
"Eggs, Meat & Fish",2016/12/6,1378
Oil & Masala,2016/12/6,2443
"Eggs, Meat & Fish",2016/12/6,1358
Snacks,2016/12/6,1588
Snacks,2016/12/6,1890
Food Grains,2016/12/7,2060
Snacks,2016/12/7,1633
Fruits & Veggies,2016/12/7,777
Beverages,2016/12/7,2179
Bakery,2016/12/7,1586
Oil & Masala,2016/12/7,1066
"Eggs, Meat & Fish",2016/12/7,2253
Bakery,2016/12/7,815
"Eggs, Meat & Fish",2016/12/7,740
"Eggs, Meat & Fish",2016/12/8,1784
Food Grains,2016/12/8,1909
Food Grains,2016/12/8,1253
Food Grains,2016/12/8,1203
Food Grains,2016/12/8,1614
Snacks,2016/12/8,1983
Bakery,2016/12/9,829
Bakery,2016/12/10,1467
"Eggs, Meat & Fish",2016/12/10,1175
Fruits & Veggies,2016/12/10,1956
Food Grains,2016/12/10,1075
Food Grains,2016/12/10,633
Snacks,2016/12/10,625
Bakery,2016/12/10,1003
Food Grains,2016/12/10,890
"Eggs, Meat & Fish",2016/12/10,1599
Fruits & Veggies,2016/12/10,2451
Food Grains,2016/12/10,1300
Bakery,2016/12/10,639
"Eggs, Meat & Fish",2016/12/10,2103
Oil & Masala,2016/12/10,2174
Food Grains,2016/12/10,2422
Bakery,2016/12/10,2360
Fruits & Veggies,2016/12/10,1912
Fruits & Veggies,2016/12/10,2426
Bakery,2016/12/10,1435
"Eggs, Meat & Fish",2016/12/10,1853
Bakery,2016/12/11,1682
Fruits & Veggies,2016/12/11,1517
Oil & Masala,2016/12/11,1867
Bakery,2016/12/11,835
Oil & Masala,2016/12/11,781
Snacks,2016/12/11,2000
Fruits & Veggies,2016/12/11,1251
"Eggs, Meat & Fish",2016/12/11,1020
Beverages,2016/12/11,2281
Oil & Masala,2016/12/11,1742
Oil & Masala,2016/12/11,966
Oil & Masala,2016/12/11,2141
Bakery,2016/12/11,578
Food Grains,2016/12/11,1838
Oil & Masala,2016/12/11,1745
Food Grains,2016/12/11,1653
Fruits & Veggies,2016/12/11,2274
Fruits & Veggies,2016/12/11,1470
Snacks,2016/12/12,825
Oil & Masala,2016/12/12,2307
Food Grains,2016/12/12,1450
"Eggs, Meat & Fish",2016/12/12,609
Snacks,2016/12/12,1715
Bakery,2016/12/12,2181
Bakery,2016/12/12,2031
Food Grains,2016/12/12,988
Snacks,2016/12/12,1036
Beverages,2016/12/12,533
"Eggs, Meat & Fish",2016/12/12,1531
Oil & Masala,2016/12/12,1168
Fruits & Veggies,2016/12/12,2476
Fruits & Veggies,2016/12/12,2303
Bakery,2016/12/13,1551
Oil & Masala,2016/12/13,1703
Snacks,2016/12/13,1095
Fruits & Veggies,2016/12/13,2073
Snacks,2016/12/13,907
Bakery,2016/12/13,2212
Fruits & Veggies,2016/12/13,1370
"Eggs, Meat & Fish",2016/12/13,1083
Bakery,2016/12/13,1268
"Eggs, Meat & Fish",2016/12/14,1280
Snacks,2016/12/14,1932
Beverages,2016/12/14,739
"Eggs, Meat & Fish",2016/12/14,527
Oil & Masala,2016/12/14,530
Snacks,2016/12/14,871
Oil & Masala,2016/12/14,1189
Beverages,2016/12/14,522
Oil & Masala,2016/12/14,1392
Fruits & Veggies,2016/12/14,1899
Oil & Masala,2016/12/14,2087
"Eggs, Meat & Fish",2016/12/14,1318
Food Grains,2016/12/15,1322
Food Grains,2016/12/15,1213
Food Grains,2016/12/15,507
"Eggs, Meat & Fish",2016/12/15,618
Oil & Masala,2016/12/15,601
Oil & Masala,2016/12/15,1464
Bakery,2016/12/15,1501
Food Grains,2016/12/15,1599
Snacks,2016/12/15,1551
Snacks,2016/12/16,904
Fruits & Veggies,2016/12/17,1298
Fruits & Veggies,2016/12/17,1753
"Eggs, Meat & Fish",2016/12/17,2209
Bakery,2016/12/17,2338
Bakery,2016/12/17,1511
Snacks,2016/12/17,1004
Snacks,2016/12/17,1163
Bakery,2016/12/17,1989
Bakery,2016/12/17,639
"Eggs, Meat & Fish",2016/12/17,2266
Snacks,2016/12/17,1457
Fruits & Veggies,2016/12/17,1183
Beverages,2016/12/18,1296
"Eggs, Meat & Fish",2016/12/18,2448
Bakery,2016/12/18,569
Oil & Masala,2016/12/18,1000
Food Grains,2016/12/18,2359
"Eggs, Meat & Fish",2016/12/18,1928
Beverages,2016/12/18,1746
Food Grains,2016/12/19,2443
Snacks,2016/12/19,1426
Beverages,2016/12/19,1710
Food Grains,2016/12/19,1995
Oil & Masala,2016/12/19,2310
Bakery,2016/12/19,1624
Bakery,2016/12/19,2248
Food Grains,2016/12/19,2497
Fruits & Veggies,2016/12/19,1129
Fruits & Veggies,2016/12/19,2491
"Eggs, Meat & Fish",2016/12/19,1994
Oil & Masala,2016/12/19,772
"Eggs, Meat & Fish",2016/12/19,1931
Snacks,2016/12/19,1377
"Eggs, Meat & Fish",2016/12/20,1238
Beverages,2016/12/20,502
Bakery,2016/12/20,1512
Food Grains,2016/12/20,1643
"Eggs, Meat & Fish",2016/12/20,1750
Bakery,2016/12/20,678
Oil & Masala,2016/12/20,1285
"Eggs, Meat & Fish",2016/12/20,1804
Snacks,2016/12/20,1532
"Eggs, Meat & Fish",2016/12/20,901
Beverages,2016/12/20,2069
Bakery,2016/12/21,1253
Fruits & Veggies,2016/12/21,791
"Eggs, Meat & Fish",2016/12/21,1480
Oil & Masala,2016/12/21,1202
Food Grains,2016/12/21,1549
"Eggs, Meat & Fish",2016/12/21,2329
Food Grains,2016/12/21,660
Food Grains,2016/12/21,916
Fruits & Veggies,2016/12/21,1611
Beverages,2016/12/21,1660
Food Grains,2016/12/21,2193
Fruits & Veggies,2016/12/22,1258
Fruits & Veggies,2016/12/22,869
Snacks,2016/12/22,1769
Bakery,2016/12/23,1945
Fruits & Veggies,2016/12/24,2110
Food Grains,2016/12/24,1940
"Eggs, Meat & Fish",2016/12/24,1557
"Eggs, Meat & Fish",2016/12/24,1443
Beverages,2016/12/24,2024
"Eggs, Meat & Fish",2016/12/24,2168
Food Grains,2016/12/24,663
Food Grains,2016/12/24,1627
Beverages,2016/12/24,1549
Oil & Masala,2016/12/24,940
Beverages,2016/12/24,2314
Oil & Masala,2016/12/24,1113
"Eggs, Meat & Fish",2016/12/24,1940
Fruits & Veggies,2016/12/24,923
Snacks,2016/12/24,2223
Beverages,2016/12/24,1307
Fruits & Veggies,2016/12/24,696
Snacks,2016/12/24,2198
"Eggs, Meat & Fish",2016/12/24,1833
Oil & Masala,2016/12/25,1013
Oil & Masala,2016/12/25,1095
"Eggs, Meat & Fish",2016/12/25,1231
Fruits & Veggies,2016/12/25,814
Food Grains,2016/12/25,1253
Snacks,2016/12/25,666
"Eggs, Meat & Fish",2016/12/25,1175
Beverages,2016/12/25,1476
Beverages,2016/12/25,1654
Oil & Masala,2016/12/25,619
"Eggs, Meat & Fish",2016/12/25,1398
Fruits & Veggies,2016/12/25,1451
Bakery,2016/12/25,2467
Bakery,2016/12/25,1370
Snacks,2016/12/25,2189
Fruits & Veggies,2016/12/25,953
"Eggs, Meat & Fish",2016/12/26,1102
"Eggs, Meat & Fish",2016/12/26,2064
"Eggs, Meat & Fish",2016/12/26,1897
"Eggs, Meat & Fish",2016/12/26,976
Fruits & Veggies,2016/12/27,1354
Fruits & Veggies,2016/12/27,1751
"Eggs, Meat & Fish",2016/12/27,2045
Beverages,2016/12/27,660
Beverages,2016/12/27,1598
Oil & Masala,2016/12/27,2011
"Eggs, Meat & Fish",2016/12/27,1243
Fruits & Veggies,2016/12/27,1616
Bakery,2016/12/27,702
Fruits & Veggies,2016/12/27,2257
Fruits & Veggies,2016/12/27,630
Fruits & Veggies,2016/12/27,1443
"Eggs, Meat & Fish",2016/12/27,2418
Beverages,2016/12/27,1495
Fruits & Veggies,2016/12/27,2488
Food Grains,2016/12/27,1691
Snacks,2016/12/27,1301
Fruits & Veggies,2016/12/27,2218
Snacks,2016/12/27,1350
Fruits & Veggies,2016/12/27,2391
"Eggs, Meat & Fish",2016/12/27,826
Snacks,2016/12/27,727
"Eggs, Meat & Fish",2016/12/28,737
Snacks,2016/12/28,785
"Eggs, Meat & Fish",2016/12/29,961
Beverages,2016/12/30,1207
Oil & Masala,2016/12/30,1990
Food Grains,2016/12/30,699
Food Grains,2016/12/30,2194
Snacks,2016/12/30,2340
Fruits & Veggies,2016/12/31,2051
Bakery,2016/12/31,868
Bakery,2016/12/31,1238
Snacks,2016/12/31,1394
Oil & Masala,2016/12/31,2212
Bakery,2016/12/31,1439
Snacks,2016/12/31,2157
Oil & Masala,2016/12/31,550
Snacks,2016/12/31,1418
Beverages,2016/12/31,2327
Food Grains,2016/12/31,2499
Oil & Masala,2017/1/2,625
Oil & Masala,2017/1/2,527
Food Grains,2017/1/3,1241
Oil & Masala,2017/1/3,2130
Bakery,2017/1/3,1934
Oil & Masala,2017/1/3,881
Oil & Masala,2017/1/3,1123
Food Grains,2017/1/3,1471
Beverages,2017/1/4,2005
Beverages,2017/1/4,1291
Snacks,2017/1/4,1814
Food Grains,2017/1/5,1880
"Eggs, Meat & Fish",2017/1/5,899
Food Grains,2017/1/5,1417
Beverages,2017/1/7,1140
"Eggs, Meat & Fish",2017/1/7,2145
Fruits & Veggies,2017/1/7,1593
Beverages,2017/1/8,1693
Bakery,2017/1/8,1261
Beverages,2017/1/8,754
Snacks,2017/1/8,1490
Snacks,2017/1/8,1798
Food Grains,2017/1/9,1853
Bakery,2017/1/9,1174
Food Grains,2017/1/9,1757
"Eggs, Meat & Fish",2017/1/10,1299
Fruits & Veggies,2017/1/10,1226
Snacks,2017/1/10,835
Bakery,2017/1/11,2101
Fruits & Veggies,2017/1/11,1057
"Eggs, Meat & Fish",2017/1/11,706
"Eggs, Meat & Fish",2017/1/11,2211
Fruits & Veggies,2017/1/14,863
Fruits & Veggies,2017/1/14,1260
Fruits & Veggies,2017/1/15,2338
Oil & Masala,2017/1/15,701
Fruits & Veggies,2017/1/15,919
Food Grains,2017/1/15,1706
Beverages,2017/1/15,1501
Fruits & Veggies,2017/1/15,1032
Beverages,2017/1/15,561
Food Grains,2017/1/15,1854
Snacks,2017/1/16,2022
Snacks,2017/1/16,541
Beverages,2017/1/17,866
Oil & Masala,2017/1/17,1704
Bakery,2017/1/17,1306
Beverages,2017/1/17,506
Fruits & Veggies,2017/1/21,1991
Snacks,2017/1/21,1371
Oil & Masala,2017/1/22,2500
"Eggs, Meat & Fish",2017/1/22,1862
Snacks,2017/1/22,2398
Snacks,2017/1/22,624
Bakery,2017/1/22,2490
Food Grains,2017/1/22,1546
Fruits & Veggies,2017/1/22,2094
"Eggs, Meat & Fish",2017/1/22,1397
Snacks,2017/1/22,2112
Oil & Masala,2017/1/22,1602
"Eggs, Meat & Fish",2017/1/22,2290
Food Grains,2017/1/23,2054
Fruits & Veggies,2017/1/23,1056
Fruits & Veggies,2017/1/23,1360
Oil & Masala,2017/1/23,993
Bakery,2017/1/24,591
Oil & Masala,2017/1/25,2451
Beverages,2017/1/25,1479
Beverages,2017/1/25,1354
Fruits & Veggies,2017/1/25,1693
Food Grains,2017/1/25,1397
Oil & Masala,2017/1/25,2259
Food Grains,2017/1/28,756
Oil & Masala,2017/1/30,504
"Eggs, Meat & Fish",2017/1/30,1671
Oil & Masala,2017/1/30,1577
Beverages,2017/1/30,2394
"Eggs, Meat & Fish",2017/1/30,1755
Snacks,2017/1/30,1217
Fruits & Veggies,2017/1/30,1364
Fruits & Veggies,2017/1/30,2207
Oil & Masala,2017/1/30,2342
Beverages,2017/1/30,1745
Beverages,2017/1/31,1789
Bakery,2017/1/31,1911
Food Grains,2017/1/31,1706
Oil & Masala,2017/1/31,873
"Eggs, Meat & Fish",2017/1/31,784
Fruits & Veggies,2017/1/31,1157
Beverages,2017/2/1,1355
Snacks,2017/2/1,1311
Snacks,2017/2/2,723
Fruits & Veggies,2017/2/2,1655
Fruits & Veggies,2017/2/2,1275
Fruits & Veggies,2017/2/2,1949
Fruits & Veggies,2017/2/2,912
Fruits & Veggies,2017/2/3,2450
Food Grains,2017/2/4,1316
Beverages,2017/2/4,2274
Beverages,2017/2/4,1146
"Eggs, Meat & Fish",2017/2/5,927
"Eggs, Meat & Fish",2017/2/5,2390
"Eggs, Meat & Fish",2017/2/5,1244
Beverages,2017/2/5,1975
Beverages,2017/2/5,589
Oil & Masala,2017/2/5,2376
Food Grains,2017/2/5,509
Oil & Masala,2017/2/5,1114
Beverages,2017/2/5,838
Oil & Masala,2017/2/5,2305
Oil & Masala,2017/2/5,558
Fruits & Veggies,2017/2/5,1566
Food Grains,2017/2/5,1082
Oil & Masala,2017/2/5,2071
Beverages,2017/2/5,1405
Bakery,2017/2/6,833
Bakery,2017/2/7,1589
"Eggs, Meat & Fish",2017/2/7,704
Fruits & Veggies,2017/2/7,2465
Food Grains,2017/2/7,1240
Snacks,2017/2/8,2448
Snacks,2017/2/8,2398
Beverages,2017/2/9,671
Fruits & Veggies,2017/2/9,1500
Fruits & Veggies,2017/2/11,1832
Beverages,2017/2/12,2222
Bakery,2017/2/12,703
Beverages,2017/2/13,762
Beverages,2017/2/14,2476
Food Grains,2017/2/14,2123
Bakery,2017/2/14,1829
Snacks,2017/2/14,540
Fruits & Veggies,2017/2/14,2192
Bakery,2017/2/15,523
Oil & Masala,2017/2/15,2471
Bakery,2017/2/16,1634
Bakery,2017/2/16,2007
Oil & Masala,2017/2/16,940
Food Grains,2017/2/16,1815
Oil & Masala,2017/2/16,1142
Oil & Masala,2017/2/16,1430
Snacks,2017/2/16,1687
Beverages,2017/2/16,1632
Snacks,2017/2/16,1380
Bakery,2017/2/19,1935
Oil & Masala,2017/2/19,1316
Fruits & Veggies,2017/2/19,785
Snacks,2017/2/19,2459
Snacks,2017/2/19,2132
Bakery,2017/2/20,1060
Food Grains,2017/2/21,1517
Oil & Masala,2017/2/21,2127
"Eggs, Meat & Fish",2017/2/21,863
Food Grains,2017/2/21,2488
Fruits & Veggies,2017/2/21,1920
Fruits & Veggies,2017/2/21,1527
Food Grains,2017/2/21,2495
Beverages,2017/2/21,1978
Bakery,2017/2/21,2443
Bakery,2017/2/21,1599
Beverages,2017/2/21,2000
Oil & Masala,2017/2/22,2379
"Eggs, Meat & Fish",2017/2/22,795
Food Grains,2017/2/22,1419
Snacks,2017/2/22,1587
Food Grains,2017/2/23,1960
Food Grains,2017/2/25,2258
Food Grains,2017/2/27,1540
Bakery,2017/2/27,1753
Oil & Masala,2017/2/27,2342
Oil & Masala,2017/2/28,1547
"Eggs, Meat & Fish",2017/2/28,2255
"Eggs, Meat & Fish",2017/3/1,1170
Food Grains,2017/3/1,2439
Beverages,2017/3/1,1321
Snacks,2017/3/1,548
"Eggs, Meat & Fish",2017/3/1,1156
Fruits & Veggies,2017/3/3,2472
Oil & Masala,2017/3/3,2008
Fruits & Veggies,2017/3/3,1800
Beverages,2017/3/3,607
Snacks,2017/3/3,508
"Eggs, Meat & Fish",2017/3/3,660
"Eggs, Meat & Fish",2017/3/3,1868
Snacks,2017/3/3,1640
Snacks,2017/3/3,1134
Bakery,2017/3/3,796
Oil & Masala,2017/3/3,521
Snacks,2017/3/3,659
Bakery,2017/3/3,1546
Bakery,2017/3/3,1937
Snacks,2017/3/3,1192
Snacks,2017/3/4,1144
Snacks,2017/3/4,1612
Food Grains,2017/3/4,2369
Food Grains,2017/3/4,2012
Snacks,2017/3/5,1249
Bakery,2017/3/5,1410
Snacks,2017/3/6,888
Beverages,2017/3/6,669
"Eggs, Meat & Fish",2017/3/6,1678
Beverages,2017/3/6,2294
Food Grains,2017/3/6,1623
Fruits & Veggies,2017/3/6,1879
Fruits & Veggies,2017/3/6,2014
"Eggs, Meat & Fish",2017/3/7,982
"Eggs, Meat & Fish",2017/3/8,2139
Bakery,2017/3/8,2395
Food Grains,2017/3/8,2437
"Eggs, Meat & Fish",2017/3/8,1436
Fruits & Veggies,2017/3/8,963
Fruits & Veggies,2017/3/8,1616
Beverages,2017/3/8,861
Food Grains,2017/3/8,2044
Oil & Masala,2017/3/8,1467
Bakery,2017/3/8,1006
Beverages,2017/3/8,1960
Beverages,2017/3/8,963
Oil & Masala,2017/3/8,2322
Fruits & Veggies,2017/3/9,1274
Snacks,2017/3/9,2383
Oil & Masala,2017/3/9,2110
Beverages,2017/3/9,1176
Oil & Masala,2017/3/9,2213
Snacks,2017/3/10,758
Beverages,2017/3/10,885
Food Grains,2017/3/10,1865
Bakery,2017/3/10,2186
"Eggs, Meat & Fish",2017/3/10,2221
Snacks,2017/3/10,878
Snacks,2017/3/10,2271
Bakery,2017/3/11,1663
"Eggs, Meat & Fish",2017/3/11,1420
Fruits & Veggies,2017/3/11,635
Snacks,2017/3/11,917
Snacks,2017/3/11,1353
"Eggs, Meat & Fish",2017/3/11,979
Food Grains,2017/3/12,2375
Beverages,2017/3/12,1636
Bakery,2017/3/12,2425
Beverages,2017/3/12,1501
